tavg,rh_avg,rr,tma,slr,wx,wy,max_wx,max_wy,sin_day,cos_day,wavelet_ca3,wavelet_cd3,wavelet_cd2,wavelet_cd1
0.9647838180631814,7.681309628959711,12.430834890996437,4.824255601150359,1.8030577287353158,0.9179355941834465,1.9129753695990026,1.7725635362549583,3.144718820289563,0.7062628801072397,0.7079845513398787,4.814475952607895,0.22981420009611808,0.14581096840188637,0.1420714626337708
